Song-Name,Singer/Artists,Genre,Album/Movie,User-Rating
One Two Three Four,"Hamsika Iyer, Vishal Dadlani",BollywoodDance,Chennai Express,9.3/10
Haseeno Ko Aate Hain,"Alka Yagnik, Udit Narayan",BollywoodDance,Lahoo Ke Do Rang,8.3/10
Kasam Khake Kaho,"Alka Yagnik, Kumar Sanu",BollywoodRomantic,Dil Hai Tumhaara,8.6/10
Dil Ka Rishta,"Alka Yagnik, Kumar Sanu, Udit Narayan",BollywoodRomantic,Dil Ka Rishta,9.0/10
Sajdaa,"Rahat Fateh Ali Khan, Richa Sharma, Shankar Mahadevan",BollywoodRomantic,My Name is Khan,9.6/10
Mujhe Tumse Mohabbat Hai,"Shaan, Shreya Ghoshal",BollywoodDanceRomantic,Tumsa Nahin Dekha,8.7/10
Tujhe Dekha To,"Kumar Sanu, Lata Mangeshkar",BollywoodRomantic,Dilwale Dulhania Le Jayenge,9.1/10
Watan Wallon Watan Na,"Alka Yagnik, Shaan",BollywoodPatriotic,Indian,9.1/10
Zara Si Dosti,Arijit Singh,Bollywood,Happy Bhaag Jayegi,9.6/10
Pani Da Rang,Ayushman Khurana,BollywoodRomance,Vicky Donor,9.5/10
De De Jagah,Yasser Desai,Bollywood,Parmanu The Story of Pokhran,9.4/10
Tum Itna Jo Muskura Rahe Ho,Jagjit Singh,BollywoodRomantic,Arth,9.2/10
Ham The Jinke Sahare,Lata Mangeshkar,BollywoodSad,Safar,8.8/10
Titli,"Chinmayi Sripaada, Gopi Sunder",BollywoodRomantic,Chennai Express,9.5/10
Laung Da Lashkara,"Hard Kaur, Mahalakshmi Iyer",BollywoodDance,Patiala House,9.4/10
Maa Ka Phone,Priya Panchal,BollywoodDance,Khoobsurat,9.0/10
Zindagi Ka Safar,Kishore Kumar,BollywoodSad,Safar,9.1/10
O Saathiya,"Arko, Armaan Malik, Prakriti Kakkar",BollywoodRomantic,Sweetiee Weds NRI,9.4/10
Kasam Ki Kasam,"K. S. Chithra, Shaan",BollywoodRomanticSad,Main Prem Ki Diwani Hoon,9.2/10
Gun Gun Guna,"Sunidhi Chauhan, Udit Narayan",BollywoodDance,Agneepath,9.4/10
Jeeta Hoon Jiske Liye,"Alka Yagnik, Kumar Sanu",BollywoodRomantic,Dilwale,7.8/10
Aye Khuda (Duet),"Rahat Fateh Ali Khan, Shreya Ghoshal",BollywoodSad,Rocky Handsome,9.5/10
Dreamum Wakeupum,Soumya Rai,BollywoodDance,Aiyyaa,9.1/10
Balma Tum Balma Ho Mere Khali,Kavita Krishnamurthy,BollywoodDance,Nagina,7.4/10
Ishq Bina,"A.R. Rahman, Anuradha Sriram, Sonu Nigam, Sujatha Mohan",BollywoodRomantic,Taal,9.2/10
Ab Tere Bin,Kumar Sanu,BollywoodSad,Aashiqui,9.0/10
Ankhiyaan,Kanika Kapoor,BollywoodSad,Do Lafzon Ki Kahani,9.3/10
Teri Yaad,Ghulam Ali,BollywoodSad,Bewafaa,8.6/10
Jalwa,"Earl, Wajid",BollywoodDance,Wanted,8.9/10
Judaai,Falak Shabir,BollywoodSad,I Love New Year,9.5/10
Aayat,"Altamash Faridi, Arijit Singh, Farhan Sabri, Mujtaba Aziz Naza, Shadab",BollywoodSad,Bajirao Mastani,9.5/10
Dil Dooba,"Shreya Ghoshal, Sonu Nigam",BollywoodDance,Khakee,9.6/10
Pyaar Deewana Hota Hai,Kishore Kumar,BollywoodRomantic,Kati Patang,9.1/10
Nazrein Mili Dil Dhadka,"Alka Yagnik, Udit Narayan",BollywoodDance,Raja,9.1/10
Po Po,"Aaman Trikha, Himesh Reshammiya, Vikas Bhalla",BollywoodDance,Son of Sardaar,7.7/10
Son Of Sardaar,"Aaman Trikha, Himesh Reshammiya",BollywoodDance,Son of Sardaar,7.7/10
Roobaroo,"A.R. Rahman, Naresh Iyer",BollywoodDance,Rang De Basanti,9.7/10
Khush Rahe Tu Sada,Mohammed Rafi,BollywoodSad,Khilona,8.3/10
Chaar Kadam,"Shaan, Shreya Ghoshal",BollywoodRomantic,PK,9.1/10
Are Re Are,"Lata Mangeshkar, Udit Narayan",BollywoodDance,Dil To Pagal Hai,9.2/10
Shiddat,Armaan Malik,BollywoodSad,Sweetiee Weds NRI,9.4/10
Dil Kehta Hai,"Alka Yagnik, Kumar Sanu",BollywoodSad,Akele Hum Akele Tum,9.3/10
Dilnashin Dilnashin,K.K.,BollywoodDance,Aashiq Banaya Aapne,9.0/10
Sawaar Loon,Monali Thakur,BollywoodDance,Lootera,9.2/10
Zehnaseeb,"Chinmayi Sripaada, Shekhar Ravjiani",BollywoodDance,Hasee Toh Phasee,9.6/10
"Joote Do, Paise Lo","Lata Mangeshkar, S.P. Balasubrahmanyam",BollywoodDance,Hum Apke Hain Koun,7.7/10
Dekha Ek Khwab,"Kishore Kumar, Lata Mangeshkar",BollywoodRomantic,Silsila,8.6/10
Maa,Shankar Mahadevan,BollywoodSad,Taare Zameen Par,9.6/10
Jogi Mahi,"Himani Kapoor, Shekhar Ravjiani, Sukhwinder Singh",BollywoodDance,Bachna Ae Haseeno,9.4/10
Mat Ja Re,Ankit Tiwari,BollywoodDance,Tanu Weds Manu,9.3/10
Ooh La La,"Bappi Lahiri, Shreya Ghoshal",BollywoodDance,The Dirty Picture,8.8/10
Bhangda Pa,"Asees Kaur, Divya Kumar, Vishal Dadlani",BollywoodDance,A Flying Jatt,9.0/10
Jhoka Hawa Ka Aaj Bhi,"Hariharan, Kavita Krishnamurthy",BollywoodSad,Hum Dil De Chuke Sanam,9.1/10
Dhol Baaje,"Anjjan, Meet Bros, Monali Thakur",BollywoodDance,Ek Paheli Leela,9.0/10
Aaj Hai Sagaai,"Abhijeet, Alka Yagnik",BollywoodDance,Pyaar To Hona Hi Tha,8.2/10
Galat Baat Hai,"Javed Ali, Neeti Mohan",BollywoodDanceRomantic,Main Tera Hero,8.8/10
Yeh Ladka Hai Deewana,"Alka Yagnik, Udit Narayan",BollywoodDance,Kuch Kuch Hota Hai,9.5/10
Des Rangila,Mahalaxmi Iyer,BollywoodDancePatriotic,Fanaa,8.8/10
Roshni Se,"Abhijeet, Alka Yagnik",BollywoodRomantic,Asoka,9.4/10
I Love You,"Ash King, Clinton Cerejo",BollywoodRomantic,Bodyguard,9.4/10
Ishq Wala Love,"Neeti Mohan, Salim Merchant",Bollywood,Student of the Year,9.3/10
O Janiya,Neha Kakkar,BollywoodDance,Force 2,9.2/10
Musafir,K.K.,Bollywood,Shab,9.2/10
Mehndi Laga Ke Rakhna,"Lata Mangeshkar, Udit Narayan",BollywoodDance,Dilwale Dulhania Le Jayenge,9.2/10
Gori Gori,"Anu Malik, K.K., Shreya Ghoshal, Sunidhi Chauhan",BollywoodDance,Main Hoon Na,9.4/10
Gori Gori Gori Gori,"Anu Malik, Shreya Ghosal, Sunidhi Chauhan",BollywoodRomantic,Main Hoon Na,9.4/10
Bakhuda Tumhi Ho,"Alka Yagnik, Atif Aslam",BollywoodRomantic,Kismat Konnection,9.6/10
Ishq Hai Ishq Hai,Jayshree Shivram,BollywoodSad,Ishq,8.6/10
Mere Nishaan,"Anjjan, Kailash Kher, Meet Bros",Bollywood,Oh My God,9.6/10
Prem Mein Tohre,Asha Bhosle,BollywoodRomantic,Begum Jaan,9.2/10
Halo Re,Aaman Trikha,BollywoodDance,Prem Ratan Dhan Payo,8.5/10
Jogiya,"Anuradha Paudwal, Sukhwinder Singh",BollywoodSad,Deewane,8.4/10
Aila Re Aila,Daler Mehndi,BollywoodDance,Khatta Meetha,9.3/10
Hum Saath-Saath Hain,"Alka Yagnik, Anuradha Paudwal, Hariharan, Kavita Krishnamurthy, Kumar Sanu, Udit Narayan",BollywoodDance,Hum Saath-Saath Hain,7.5/10
Enu Naam Che Raees,Tarannum Mallik,BollywoodDance,Raees,9.4/10
Woh Pehli Baar,Shaan,BollywoodRomantic,Pyaar Mein Kabhi Kabhi,9.5/10
Piya Aaye Na,"K.K., Tulsi Kumar",BollywoodSad,Aashiqui 2,9.3/10
Aaj Hai Sagai,"Abhijeet, Alka Yagnik",BollywoodDance,Pyar Toh Hona Hi Tha,8.2/10
Rajj Rajj Ke,"Sonakshi Sinha, Vishal Dadlani",BollywoodMotivational,Akira,8.9/10
Daawat e Ishq,"Javed Ali, Sunidhi Chauhan",BollywoodDance,Daawat e Ishq,9.4/10
Tera Mera Pyar Amar,Lata Mangeshkar,BollywoodRomantic,Asli Naqli,9.0/10
Chookar Mere Man Ko,Kishore Kumar,BollywoodRomantic,Yaarana,9.3/10
Chookar Mere Man Ko,Kishore Kumar,BollywoodRomantic,Yaarana,9.3/10
Love Is A Waste Of Time,"Shreya Ghoshal, Sonu Nigam",BollywoodDance,PK,8.8/10
Zindagi To Bewafa Hai,Mohammed Rafi,BollywoodSad,Muqaddar Ka Sikandar,8.3/10
Jo Tumko Ho Pasand Wohi Baat Karenge,Mukesh,BollywoodRomantic,Safar,8.6/10
Bebo,Alisha Chinai,BollywoodDance,Kambakkht Ishq,9.0/10
Tum Bin,K. S. Chithra,BollywoodRomantic,Tum Bin,9.0/10
Chot Lage Tujhko – Sad,"Alka Yagnik, Udit Narayan",BollywoodSad,Raja,8.4/10
Tujhe Sochta Hoon,K.K.,BollywoodRomanticSensual,Jannat 2,9.6/10
Apni To Jaise Taise,Kishore Kumar,BollywoodDance,Laawaris,8.4/10
Mast Kalandar,"Master Saleem, Rehan Khan, Sajid Khan",BollywoodDance,Heyy Baby,9.5/10
Dhoom 3 Mashup,,BollywoodDance,Dhoom 3,8.1/10
It’s Magic,Taz,BollywoodDance,Koi Mil Gaya,8.8/10
It’s Magic,Taz,BollywoodDance,Koi Mil Gaya,8.8/10
Nikamma,Rahat Fateh Ali Khan,Bollywood,3 Dev,9.4/10
Nikamma,Rahat Fateh Ali Khan,Bollywood,3 Dev,9.4/10
Jigar Da Tukda,"Salim Merchant, Shraddha Pandit",BollywoodDance,Ladies Vs Ricky Bahl,9.3/10
It’s the Time to Disco,"K.K., Loy Mendonsa, Shaan, Vasundhara Das",BollywoodDance,Kal Ho Naa Ho,9.4/10
Maar Daala,Kavita Krishnamurthy,BollywoodDance,Devdas,9.2/10
Tumhe Apna Banane Ka,"Armaan Malik, Neeti Mohan",BollywoodRomantic,Hate Story 3,8.9/10
Ho Gaya Hai Tujhko To Pyar Sajna,"Lata Mangeshkar, Udit Narayan",BollywoodRomantic,Dilwale Dulhania Le Jayenge,9.2/10
Suno Aisha,"Amit Trivedi, Ash King, Nakash Aziz",BollywoodDance,Aisha,9.4/10
Jee Ve Sohaneya,Nooran Sisters,BollywoodSad,Jab Harry Met Sejal,9.6/10
Hai Junoon,K.K.,BollywoodDance,New York,9.3/10
Kuch To Hai,Armaan Malik,BollywoodSad,Do Lafzon Ki Kahani,9.6/10
Ban Dance Mein Kutta,"Divya Kumar, Shivi, Uvie",BollywoodDance,3 Dev,8.2/10
Bakheda,"Sukhwinder Singh, Sunidhi Chauhan",Bollywood,Toilet Ek Prem Katha,9.1/10
Bhooli Bisri Ek Kahani,Anuradha Paudwal,BollywoodSad,Nagina,8.2/10
Milan Abhi Aadha Adhura,"Shreya Ghoshal, Udit Narayan",BollywoodRomantic,Vivah,8.5/10
Ishqyaun Dhishyaun,Aditya Narayan,BollywoodRomantic,Goliyon Ki Rasleela Ram-leela,9.3/10
Saat Ajube Iss Duniya Mein,"Mohammed Rafi, Mukesh",Bollywood,Dharam Veer,8.5/10
Maahi Ve,"Richa Sharma, Sukhwinder Singh",BollywoodDanceSad,Kaante,9.2/10
Rangdaari,"Arko, Navraj Hans",BollywoodSad,Daas Dev,9.4/10
Rangdaari,"Arko, Navraj Hans",BollywoodSad,Daas Dev,9.4/10
Ye Tune Kya Kiya,Javed Bashir,BollywoodRomantic,Once Upon A Time In Mumbaai Dobara,9.5/10
Chak De India,"Marianne D'Cruz, Salim Merchant, Sukhwinder Singh",BollywoodDanceMotivationalPatriotic,Chak De India,9.3/10
Saanwali Si Ek Ladki,Udit Narayan,BollywoodRomantic,Mujhse Dosti Karoge!,9.2/10
Dil Se Nikal Kar Dil Ko Gayee Hain,"Anuradha Paudwal, Suresh Wadkar",BollywoodDance,Nigahen,7.6/10
Dhak Dhak Karne Laga,"Anuradha Paudwal, Udit Narayan",BollywoodRomantic,Beta,8.7/10
Kabhi Jo Badal Barse,Arijit Singh,BollywoodRomantic,Jackpot,9.1/10
Bhar Do Jholi Meri,Adnan Sami,BollywoodDevotional,Bajrangi Bhaijaan,9.2/10
Give Me Some Sunshine,"Sharman Joshi, Suraj Jagan",BollywoodSad,3 Idiots,9.6/10
Dil Leke,"Shaan, Shreya Ghoshal",BollywoodDanceRomantic,Wanted,9.2/10
Yeh Mera Diwanapan Hai,Mukesh,BollywoodSad,Yahudi,9.2/10
O Jaana,"Alka Yagnik, K.K., Kamaal khan, Udit Narayan",BollywoodDanceRomantic,Tere Naam,8.9/10
Love Mashup 2016 (Kiran Kamath),Multiple,BollywoodRomantic,Single,9.6/10
Bhoot Aaya,Mika Singh,Bollywood,Nanu Ki Jaanu,7.7/10
Abhagi Piya Ki,"Ahmed Hussain, Kanika Kapoor, Mohammed. Hussain, Raja Hasan",BollywoodSad,Tera Intezaar,9.3/10
Rang Laal,"Aditi Singh Sharma, Dev Negi, John Abraham",BollywoodDance,Force 2,9.4/10
Bas Tu Hai,"Arijit Singh, Jonita Gandhi",BollywoodRomanticSad,3 Storeys,9.2/10
Tanhaiyaan,Amit Mishra,BollywoodSad,Aksar 2,8.6/10
Jaane Kyun,Vishal Dadlani,BollywoodDance,Dostana,9.5/10
Dagabaaz Re,"Rahat Fateh Ali Khan, Shreya Ghoshal",BollywoodRomantic,Dabangg 2,8.8/10
Jane Kyun,"Alka Yagnik, Udit Narayan",BollywoodRomantic,Dil Chahta Hai,9.5/10
Khuli Falak Mein,Mohammed Rafi,BollywoodRomantic,Professor,8.3/10
Sajna Mein Teri Tu Mera,"Anuradha Paudwal, Vipin Sachdeva",BollywoodRomantic,Beta,8.8/10
Zindagi Do Pal Ki,K.K.,BollywoodRomantic,Kites,9.4/10
Tauba Yeh Matwali Chaal,Mukesh,BollywoodDance,Pathar Ke Sanam,7.9/10
Main Hoon Hero Tera,Armaan Malik,BollywoodRomantic,Hero,9.6/10
Daata Tu,Shreya Ghoshal,BollywoodMotivational,Tiger Zinda Hai,9.2/10
Ye Dosti Hum Nahi Todenge,"Kishore Kumar, Manna Dey",Bollywood,Sholay,9.2/10
Saathiya Nahi Jaana,"Lata Mangeshkar, Mohammed Rafi",BollywoodRomanticSad,Aya Sawan Jhoom Ke,8.3/10
Ishq Hua,"Shreya Ghoshal, Sonu Nigam",BollywoodRomantic,Aaja Nachle,9.4/10
Bloody Hell,Sunidhi Chauhan,BollywoodDance,Rangoon,9.2/10
Dil Se Re,"A.R. Rahman, Anupama Deshpande, Anuradha Sriram",BollywoodRomantic,Dil Se,9.5/10
Phatte Tak Nachna,Sunidhi Chauhan,BollywoodDance,Dolly Ki Doli,9.3/10
Meer-E-Kaarwan,"Amit Mishra, Neeti Mohan",BollywoodSad,Lucknow Central,9.4/10
Ratta Maar,"Shefali Alvares, Vishal Dadlani",Bollywood,Student of the Year,9.5/10
Raat Ka Nasha,K. S. Chithra,BollywoodDance,Ashoka,9.4/10
Maa Da Laadla,Master Saleem,BollywoodDance,Dostana,9.4/10
O Re Piya,Rahat Fateh Ali Khan,BollywoodSad,Aaja Nachle,9.3/10
Jhanjariya Meri Chanak,Alka Yagnik,BollywoodDance,Krishna,8.9/10
Pareshaan,Shalmali Kholgade,BollywoodRomantic,Ishaqzaade,9.4/10
Paisa Paisa,"Manak-E, RDB, Selina",BollywoodDance,De Dana Dan,9.1/10
Mere Haath Mein,"Sonu Nigam, Sunidhi Chauhan",BollywoodRomantic,Fanaa,9.4/10
Do Lafzon Ki Hai Dil Ki Kahani,"Amitabh Bachchan, Asha Bhosle, Sharad Kumar",BollywoodDance,The Great Gambler,9.1/10
Ishq Sufiyana (Male),Kamal Khan,BollywoodRomantic,The Dirty Picture,9.3/10
Hum Hain Insaaf,"Babu Haabi, Naezy",Bollywood,Bhavesh Joshi Superhero,8.6/10
Meri Maa,K.K.,BollywoodSad,Yaariyan,9.6/10
Zindagi Tujhse Kya Karen Shikvey,Amit Mishra,BollywoodSad,Zindagi Yeh Zindagi,9.4/10
Dance Pe Chance,"Labh Janjua, Sunidhi Chauhan",BollywoodDance,Rab Ne Bana Di Jodi,9.1/10
Tu Hi Hai,Armaan Malik,BollywoodRomantic,Jagga Jasoos,9.4/10
Gehra Ishq,Shekhar Ravjiani,BollywoodRomantic,Neerja,9.7/10
Love Me Love Me,"Amrita Kak, Wajid",BollywoodDance,Wanted,9.1/10
Saajna,Falak Shabir,BollywoodRomantic,I Me Aur Main,9.6/10
Tere Ho Ke Rahenge,Arijit Singh,BollywoodRomantic,Raja Natwarlal,9.5/10
Sai Baba Bolo (Album Version),"Anup Jalota, Anuradha Paudwal, Jani Baboo, Mohammed Rafi",BollywoodDevotional,Shirdi Ke Sai Baba,8.7/10
Khudaya Ve Ishq Hai Kaisa,Salim Merchant,BollywoodSad,Luck,9.5/10
Pardesi Pardesi,"Bela, Suresh Wadkar",BollywoodSad,Raja Hindustani,8.6/10
Gulabi,"Jigar Saraiya, Priya Saraiya",BollywoodDance,Shuddh Desi Romance,9.5/10
Dus Bahane,"K.K., Shaan",BollywoodDance,Dus,9.5/10
Main Agar Kahoon,"Shreya Ghoshal, Sonu Nigam",BollywoodRomantic,Om Shanti Om,9.6/10
Main Aisa Kyun Hoon,Shaan,BollywoodDance,Lakshya,9.7/10
Main Aisa Kyon Hoon,Shaan,BollywoodDance,Lakshay,9.7/10
Mein Chali Mein Chali,"Lata Mangeshkar, Mohammed Rafi",BollywoodRomantic,Professor,8.6/10
Sharabi,"Nindy Kaur, Shekhar Ravjiani, Vishal Dadlani",BollywoodDance,Happy New Year,9.3/10
Labon Ka Karobaar,Papon,BollywoodRomantic,Befikre,7.0/10
Main Kya Karoon,Nikhil Paul George,BollywoodDance,Barfi,9.6/10
Sawan Ka Mahina,"Lata Mangeshkar, Mukesh",BollywoodRomantic,Milan,8.8/10
Taang Uthake,"Mamta Sharma, Mika Singh, Neeti Mohan, Sohail Sen",BollywoodDance,Housefull 3,9.0/10
Hamari Shaadi Mein,"Babul Supriyo, Shreya Ghoshal",BollywoodDance,Vivah,7.9/10
Ishq Risk,Rahat Fateh Ali Khan,BollywoodRomantic,Mere Brother Ki Dulhan,9.4/10
Dil Vich Lagya,"Akriti Kakar, Kunal Ganjawala, Sonu Nigam",BollywoodDance,Chup Chup Ke,8.9/10
Khalbali,"A.R. Rahman, Mohammed Aslam, Nacim",BollywoodDance,Rang De Basanti,9.6/10
Safarnama,Lucky Ali,BollywoodDance,Tamasha,9.5/10
My Dil Goes Mmmm,"Gayatri Iyer, Shaan",BollywoodRomantic,Salaam Namaste,9.4/10
Tu Hi Meri Shab Hai,K.K.,BollywoodRomantic,Gangster,9.4/10
Koi Ladki Hai,"Lata Mangeshkar, Udit Narayan",BollywoodDance,Dil To Pagal Hai,8.9/10
Bheege Hont Tere,Kunal Ganjawala,BollywoodRomanticSensual,Murder,8.1/10
Mere Samne Wali Khidki Mein,Kishore Kumar,BollywoodDanceRomantic,Padosan,9.5/10
Is Mod Se Jaate Hain,"Kishore Kumar, Lata Mangeshkar",BollywoodRomantic,Aandhi,9.0/10
Chamak Challo Chel Chabeli,"Kumar Sanu, Shreya Ghoshal",Bollywood,Rowdy Rathore,8.8/10
Chandni O Meri Chandni,YRF,BollywoodDance,Chandni,8.9/10
Mere Khwabon Mein,Lata Mangeshkar,BollywoodRomantic,Dilwale Dulhania Le Jayenge,9.2/10
Rock N Roll Soniye,"Mahalakshmi Iyer, Shaan, Shankar Ehsaan Loy, Shankar Mahadevan",BollywoodDance,Kabhi Alvida Naa Kehna,9.4/10
Keeda,"Himesh Reshammiya, Neeti Mohan",BollywoodDance,Action Jackson,8.7/10
Abhi Kuch Dino Se,Mohit Chauhan,BollywoodDance,Dil Toh Bachha Hai,9.6/10
Dheere Dheere (Remix),Yo Yo Honey Singh,BollywoodDance,Dheere Dheere,8.9/10
Dil Ne Ye Kaha Hai Dil Se,"Alka Yagnik, Sonu Nigam",BollywoodRomanticSad,Dhadkan,9.0/10
Mohabbat Hai Kya Cheez,"Lata Mangeshkar, Suresh Wadkar",BollywoodRomantic,Prem Rog,7.6/10
Soldier Soldier Meethi Baaten,"Alka Yagnik, Kumar Sanu",BollywoodDance,Soldier,9.0/10
Tum Bin,Shreya Ghoshal,BollywoodSad,Sanam Re,9.5/10
Tum Ho Mera Pyar,"K.K., Suzanne D'Mello",BollywoodRomantic,Haunted,9.4/10
Dard Dilo Ke  (Reprise),Mohammed Irfan,BollywoodDance,The Xpose,8.7/10
Shirdi Wale Sai Baba,Mohammed Rafi,BollywoodDevotional,Amar Akbar Anthony,8.8/10
Na Jane Kahan Se,"Amit Kumar, Kavita Krishnamurthy",BollywoodDance,Chaalbaaz,8.9/10
Bol Beliya,"Siddharth Mahadevan, Sunidhi Chauhan",BollywoodDance,Kill Dil,9.1/10
Jee Karda,"Labh Janjua, Suzanne D'Mello",BollywoodDance,Singh Is Kinng,9.3/10
Tum Bin,Ankit Tiwari,BollywoodSad,Tum Bin 2,9.4/10
Aadat,"Jubin Nautiyal, Raftaar, Shirley Setia",BollywoodRomantic,Passengers,9.5/10
Tere Liye,Ankit Tiwari,BollywoodRomantic,Sanam Re,9.5/10
Mera Rang De Basanti,"Manmohan Waris, Sonu Nigam",BollywoodPatriotic,The Legend Of Bhagat Singh,9.5/10
Hum Tumhare Hain Sanam,"Anuradha Paudwal, Udit Narayan",BollywoodRomantic,Hum Tumhare Hain Sanam,8.7/10
Nain Phisal Gaye,Payal Dev,BollywoodRomantic,Welcome To New York,9.4/10
Boond Boond,Ankit Tiwari,BollywoodSad,Roy,9.4/10
Bipasha,"Shadab Faridi, Shraddha Pandit",BollywoodDance,Jodi Breakers,9.2/10
Dhoom Tana,"Abhijeet, Shreya Ghoshal",BollywoodDance,Om Shanti Om,9.4/10
Tu Hi Mera,Shafqat Amanat Ali,BollywoodRomantic,Jannat 2,9.5/10
A B C D E F G H,"Hariharan, Shankar Mahadevan, Udit Narayan",BollywoodDance,Hum Saath-Saath Hain,7.9/10
Moh Moh Ke Dhaage,"Monali Thakur, Papon",BollywoodSad,Dum Laga Ke Haisha,9.4/10
ABCD Yaariyan,"Benny Dayal, Shefali Alvares",BollywoodDance,Yaariyan,9.3/10
Hona Tha Pyar,"Atif Aslam, Hadiqa Kiani",BollywoodRomantic,Bol,9.6/10
ABCD,"Benny Dayal, Shefali Alvares, Yo Yo Honey Singh",BollywoodDance,Yaariyan,9.3/10
Kaise Mujhe,Benny Dayal,BollywoodRomantic,Ghajini,9.6/10
Whats Up,"Jasleen Royal, Mika Singh",BollywoodDance,Phillauri,8.9/10
Dhaakad,Raftaar,Bollywood,Dangal,8.8/10
Masakali,Mohit Chauhan,BollywoodDance,Delhi-6,9.5/10
Tumhe Jo maine Dekha,Abhijeet,BollywoodDance,Main Hoon Na,9.5/10
Gal Ban Gayi (Remix),"Meet Bros, Neha Kakkar, Sukhbir, Yo Yo Honey Singh",BollywoodDance,Gal Ban Gayi,8.9/10
Koyal Si Teri Boli,"Anuradha Paudwal, Udit Narayan",BollywoodDance,Beta,8.1/10
Tu Hi Na Jaane,"Prakriti Kakkar, Sonu Nigam",Bollywood,Azhar,9.5/10
Hum Lakh Chupaye,"Asha Bhosle, Kumar Sanu",BollywoodRomantic,Jaan Tere Naam,8.6/10
Ek Villain,Multiple,BollywoodDance,Ek Villain,9.5/10
Tujhe Dekhti Hai Nazar,Mohd. Irfan,BollywoodRomantic,Nanu Ki Jaanu,9.5/10
Beedi,"Clinton Cerejo, Nachiketa, Sukhwinder Singh, Sunidhi Chauhan",BollywoodDance,Omkara,9.3/10
Chori Chori Dil Le Gaya,"Hema Sardesai, Sukhwinder Singh",BollywoodDance,Garam Masala,9.1/10
Raasleela,Sumedha Karmahe,BollywoodDance,3 Storeys,9.3/10
Dum Maaro Dum,Anushka Manchanda,BollywoodDance,Dum Maaro Dum,9.2/10
Kudiyan Sehar Diyan,"Alka Yagnik, Daler Mehndi",BollywoodDance,Arjun Pandit,8.6/10
Dhunki,Neha Bhasin,BollywoodDance,Mere Brother Ki Dulhan,9.4/10
Tera Deedar Hua,Rahat Fateh Ali Khan,BollywoodRomantic,Jannat 2,9.5/10
Salaam India,"Salim Merchant, Vishal Dadlani",BollywoodMotivationalPatriotic,Mary Kom,9.6/10
Hum Ko Maaloom Hain,"Sadhana Sargam, Sonu Nigam",BollywoodRomantic,Jaan-E-Mann,9.5/10
Bodyguard,"Band of Power, Salman Khan",BollywoodDance,Bodyguard,9.1/10
Pyaara Bhaiya Mera,"Alka Yagnik, Kumar Sanu",BollywoodDance,Kya Kehna,8.6/10
Chahoon Bhi,"Bombay Jayashri, Karthik",BollywoodRomantic,Force,9.5/10
Babul Pyare,Lata Mangeshkar,BollywoodDance,Johny Mera Naam,7.5/10
Bade Miyan Chote Miyan,"Sudesh Bhosle, Udit Narayan",BollywoodDance,Bade Miyan Chote Miyan,8.9/10
Albela Sajan,"Kanika Joshi, Kunal Pandit, Prithvi Gandharva, Rashi Raagga, Shashi Suman",BollywoodDance,Bajirao Mastani,9.5/10
Nahin Saamne Tu,"Hariharan, Sukhwinder Singh",BollywoodRomantic,Taal,9.5/10
Goron Ki Na Kalon Ki,"Suresh Wadkar, Usha Mangeshkar",BollywoodDance,Disco Dancer,9.0/10
Gum Hai Kisi Ke Pyar Mein,"Kishore Kumar, Lata Mangeshkar",BollywoodRomantic,Raampur Ka Lakshman,9.2/10
Tu Mere Agal Bagal Hai,Mika,BollywoodDance,Phata Poster Nikhla Hero,9.0/10
Aashiyan,"Nikhil Paul George, Shreya Ghoshal",BollywoodDance,Barfi,9.6/10
Pyar Ka Anjaam,"Alka Yagnik, Kumar Sanu, Sapna Mukherjee",BollywoodRomantic,Bewafaa,8.7/10
Ay Hairathe,"A.R. Rahman, Alka Yagnik, Hariharan, Mohammed Aslam",BollywoodRomantic,Guru,9.5/10
Phir Kya Hai Gham,Shilpa Rao,Bollywood,Hichki,8.5/10
Hip Hop Pammi,"Mika Singh, Monali Thakur",BollywoodDance,Ramaiya Vastavaiya,9.4/10
Jab Se Mere Naina,Shaan,BollywoodDanceRomantic,Saawariya,9.6/10
Race Saanson Ki,"Neeraj, Sunidhi Chauhan",BollywoodDance,Race,9.3/10
Tu Chale Toh,Papon,BollywoodRomantic,Qarib Qarib Singlle,8.9/10
Chori Chori Chupke Chupke,"Shreya Ghosal, Udit Narayan",BollywoodDanceRomantic,Krrish,9.0/10
Pairon Mein Bandhan Hai,"Manohar Shetty, Preetha Mazumdar, Sonali Bhatawdekar, Udbhav",BollywoodDance,Mohabbatein,9.2/10
Tum Par Hum Hai Atke Yaara,"Kavita Krishnamurthy, Kumar Sanu",BollywoodDance,Pyaar Kiya To Darna Kya,8.8/10
So Gaya Yeh Jahan,"Alka Yagnik, Nitin Mukesh, Shabbir Kumar",BollywoodDance,Tezaab,8.7/10
Wo Ladki Jo Sabse,Abhijeet,BollywoodDance,Baadshah,9.4/10
Sara Zamana,Kishore Kumar,BollywoodDance,Yaarana,8.9/10
Aur Is Dil Mein,"Asha Bhosle, Suresh Wadkar",BollywoodSad,Imaandaar,9.0/10
Mujhse Shaadi Karogi,"Sonu Nigam, Sunidhi Chauhan, Udit Narayan",BollywoodDance,Mujhse Shaadi Karogi,9.2/10
Challa,"Babbu Maan, Suzanne D'Mello",BollywoodDance,Crook,9.3/10
